9396	1
9423	1
4626	1
4716	2
4676	4
4793	1
26249235	1
25421	2
19051	1
4731	4
26249236	2
4726	1
132	1
131	1
137	2
678	2
141	1
168	1
466	1
161644	2
3060	1
3147	1
12708	1
2159	2
3071	1
161643	1
12707	1
3073	1
161552	2
8412	1
8897	2
7428	1
10027	2
8945	1
3436	1
4699	1
16060	1
9401	2
276	1
198	1
9400	1
203	1
290	1
129	1
3877	1
90	1
35	1
209	1
157	1
97	1
6276	2
325	3
283	2
3904	2
117	1
118	1
437	1
374	1
498	1
754	1
1000	1
2028	1
5369	2
5280	2
140	2
415	2
158	1
6326	1
19	4
322	1
14213	1
78	1
55	2
80	1
2393	2
337	2
594	2
37	2
22910	2
24	4
3460	2
6706	2
14	11
217	1
1299	2
160	1
152	4
8012	2
32427	2
45	1
32619	2
18553	1
4918	1
49	3
306	2
2967	1
262	1
319	3
4256	2
16	16
11	8
2175	1
12712	2
6409	1
1460	1
63	3
320	1
1968	2
4248	1
2084	1
4140	1
21966	4
2027	1
4176	2
7638	2
64	2
321	2
2144	2
2130	1
2000	1
2009	1
79	1
28654	2
1992	2
2010	2
5797	2
221178	2
22090	4
3274	3
36816	2
28	4
11930	1
108	2
7197	2
4492	1
19640	2
1724	1
101	1
1717	1
94	4
6053	1
51	2
308	2
519	1
2142	2
110	1
3266	1
519380	2
20	6
14627	1
22	3
48	4
2104	1
188172	2
3894	1
107	1
364	3
130	1
3	55
3600	2
44	5
41	2
1069	2
333	1
76	2
1723	1
3346	2
100	1
120	1
323	2
1405	1
2152	2
11931	1
14758	2
109	1
13	4
66	5
24411	2
8	110
18	5
4130	2
23513	2
1166	2
23	3
8747	2
91	2
8228	2
2042	1
1785	1
10	32
106	1
1024	1
2106	1
50	2
307	2
3122	1
12	39
10832	2
123872	1
38	1
3825	2
2179	1
556	2
15	4
3072	2
1990	2
2117	3
318	3
89	5
329	1
4941	1
72	2
6	87
2968	1
263	2
2013	2
390	2
1500	2
2041	2
1025	1
304	1
47	3
2124	1
14597	3
1490	2
14598	1
950	2
4273	1
3732	1
5	55
3792	2
5373	2
232	2
50004	1
2396	2
11444	2
83	1
9368	2
70501	2
340	1
2	257
1084	1
56	4
2395	1
82	1
16024	2
335	1
876	2
39	2
42	3
30879	2
296	1
93	1
21	4
94083	2
23613	2
17	6
332	1
75	1
12910	2
317	2
1985	2
6070	1
93712	1
6075	1
94095	1
33	3
3892	1
6056	2
402	2
2966	2
30	2
14632	2
25	6
1424	1
342	2
85	1
310	2
811	2
460	2
1488	2
3856	2
181	3
730	2
156	2
43	3
3791	1
4	265
545	2
31	1
87	1
239	2
496	1
3278	1
32	1
92	1
34	1
7	20
548	1
58	1
751	1
2132	2
15657	2
6087	2
2384	2
844	1
73	1
330	2
292	1
316	1
1091	2
9	17
3796	2
385	3
422	1
430	1
662	2
70	1
327	2
19327	2
309	1
1609	2
154057	2
3953	2
83951	2
2801	2
166724	2
26	3
314	1
54	1
27	1
185	1
184	1
248	1
163	1
454	1
