32530	1
3014	1
186472	1
7539	1
17508	1
15754	1
10060	1
72615	1
2636	1
24187	1
7081	1
36982	1
83596	1
139823	1
2280	1
9510	1
10254	1
52139	1
79230	1
2493	1
5416	1
14981	1
10256	1
15506	1
3408	1
10766	1
76425	1
36700	1
37784	1
16389	1
3625	1
30158	1
37255	1
49402	1
43592	1
1621	1
27381	1
23103	1
116736	1
12624	1
9013	1
29677	1
54920	1
9973	1
5119	1
33421	1
87483	1
64350	1
29702	1
18191	1
5190	1
35748	1
29884	1
5703	1
1520	1
32132	1
4503	1
39815	1
1400	1
38600	1
36681	1
20548	1
19429	1
6404	1
2274	1
10064	1
2028	1
51091	1
10382	1
2855	1
2916	1
1703	1
30252	1
1750	1
19708	1
5142	1
9032	1
98130	1
67717	1
11344	1
11342	1
23098	1
12035	1
16653	1
57809	1
36351	1
13164	1
8101	1
14894	1
91083	1
3339	1
8230	1
16548	1
5326	1
34141	1
18713	1
15566	1
34318	1
18528	1
123115	1
124676	1
33291	1
19562	1
34414	1
35476	1
25440	1
123187	1
8743	1
41231	1
95277	1
11126	1
2467	1
12314	1
2138	1
18848	1
98005	1
109743	1
25657	1
59264	1
95043	1
4918	1
2278	1
1963	1
9723	1
220083	1
25281	1
15276	1
29857	1
110232	1
2208	1
75887	1
47549	1
51222	1
1649	1
21882	1
41533	1
32521	1
19680	1
134613	1
28509	1
68233	1
53926	1
18834	1
28515	1
2116	1
568726	1
35346	1
3204	1
8849	1
25484	1
191937	1
10991	1
95077	1
27344	1
43129	1
1086	1
18458	1
81067	1
15826	1
40769	1
23165	1
3820	1
29545	1
209570	1
41277	1
15969	1
21468	1
61697	1
27419	1
7262	1
9431	1
3641	1
25967	1
5338	1
29188	1
59044	1
46812	1
5573	1
31198	1
40560	1
24223	1
33113	1
1278	1
20438	1
63586	1
22543	1
28687	1
35560	1
104361	1
28882	1
17230	1
38284	1
15187	1
19960	1
10912	1
65070	1
33920	1
2788	1
50235	1
18424	1
11904	1
38133	1
29866	1
22914	1
15983	1
49424	1
27922	1
28390	1
10201	1
18405	1
71859	1
18645	1
21823	1
2870	1
140003	1
40282	1
94100	1
2082	1
6836	1
12648	1
45191	1
30148	1
9993	1
2889	1
8313	1
11346	1
21434	1
4255	1
8657	1
21902	1
23903	1
114017	1
2934	1
53567	1
21890	1
81286	1
15307	1
38436	1
15484	1
38339	1
11830	1
14265	1
25253	1
22306	1
11957	1
16119	1
48850	1
39285	1
77094	1
9088	1
4241	1
14915	1
36659	1
6140	1
3441	1
89574	1
30708	1
61849	1
13961	1
2224	1
17391	1
4279	1
78729	1
12755	1
6171	1
6585	1
14572	1
19901	1
7664	1
17646	1
75776	1
1381	1
22839	2
34982	1
31399	1
14569	1
34075	1
72317	1
5440	1
13953	1
19653	1
30820	1
12714	1
9888	1
19522	1
13828	1
12111	1
1815	1
53924	1
99166	1
36117	1
1741	1
24249	1
33992	1
1363	1
2067	1
5386	1
6073	1
18401	1
1827	1
8931	1
20813	1
9172	1
783	1
19551	1
4222	1
18947	1
13091	1
9047	1
70473	1
28013	1
82985	1
30346	1
12242	1
5137	1
16405	1
15235	1
69280	1
12076	1
17186	1
16517	1
10129	1
16760	1
4641	1
10272	1
8437	1
1325	2
5773	1
2167	1
36600	1
19308	1
402714	1
2308	1
1796	1
32631	1
6764	1
6454	1
66793	1
22490	1
5604	1
20683	1
19981	1
14391	1
60144	1
27994	1
11513	1
60946	1
2405	1
61264	1
44680	1
24638	1
58608	1
73337	1
32323	1
20675	1
3961	1
33916	1
17347	1
2137	1
12652	1
54695	1
19490	1
46770	1
29116	1
70752	2
41991	1
8765	1
14827	1
18613	1
3710	1
3465	1
7034	1
21803	1
12573	1
41734	1
97808	1
5229	1
72903	1
980	1
90500	1
45491	1
49359	1
33681	1
14610	1
11321	1
141830	1
2442	1
27518	1
2333	1
80174	1
26021	1
5449	1
10748	1
2428	1
2814	1
6948	1
9904	1
109918	1
2838	1
16234	1
32715	1
5549	1
1282	1
29277	1
30137	1
2044	1
20587	1
78215	1
9045	1
27380	1
69306	1
20208	1
1365	1
4439	1
4166	1
2401	1
18997	1
5557	1
19479	1
44847	1
2804	1
19402	1
16990	1
19463	1
7616	1
31324	1
24113	1
32191	1
29252	2
108311	1
29361	1
28927	1
8006	1
18837	1
26286	1
20436	1
13400	1
9015	1
19927	1
66364	1
13105	1
18490	1
3746	1
7366	1
18717	1
9942	1
70236	1
30051	1
21259	1
10859	1
6107	1
41431	1
14100	1
29322	1
16115	1
66586	1
29306	1
26913	1
1139	1
11656	1
77651	1
5544	1
16501	1
44929	1
52334	1
37276	1
3656	1
9059	1
7582	1
3120	1
6540	1
8820	1
20738	1
35420	1
6607	1
27088	1
18178	1
25936	1
9760	1
24296	1
14156	1
20181	1
29565	1
5252	1
1387	1
13325	1
2703	1
1513	1
6464	1
12808	1
7197	1
20554	1
8955	1
21603	1
16447	1
16293	1
11366	1
6195	1
2305	1
3168	1
15514	1
15963	1
33739	1
40827	1
7945	1
11174	1
20596	1
1872	1
16835	1
2912	1
8388	1
3739	1
6134	1
3643	1
2312	1
23824	1
19733	1
45330	1
15293	2
3180	1
19803	1
19512	1
1104	1
33991	1
1778	1
10241	1
26528	1
38843	1
11767	1
94202	1
8769	1
18676	1
18943	1
22117	1
4558	1
46347	1
1875	1
6814	1
960	1
17895	1
14127	1
1028	2
3192	1
12911	1
8541	1
12236	1
1579	1
9504	1
26855	1
41800	1
24384	1
17208	1
1198	2
12458	1
41119	1
13976	1
27354	1
8980	1
6266	2
67358	1
8402	1
106084	1
7687	1
3104	1
29414	1
11699	1
73988	1
96719	1
5515	1
214656	1
105723	1
233435	1
79203	1
240569	1
64597	1
110891	1
74831	1
27070	1
13807	1
124640	1
78928	1
248494	1
26598	1
83511	1
244365	1
34673	1
140142	1
33596	1
2010	1
17274	1
275762	1
360058	1
41648	1
324163	1
23270	1
24867	1
117964	1
40688	1
264870	1
148559	1
31367	1
80067	1
18629	1
14624	1
31113	1
86181	1
6908	1
82889	1
188788	1
30850	1
418019	1
14847	1
4336	1
164005	1
102477	1
15527	1
23639	1
2363	1
170535	1
144861	1
177901	1
1909	1
28847	1
527165	1
70886	1
61732	1
65276	1
12428	1
163100	1
2038	1
108905	1
37162	1
303556	1
383296	1
36596	1
54818	1
141999	1
56660	1
119941	1
24457	1
13697	1
190399	1
4791	1
3338	1
66514	1
68267	1
29431	1
1523	1
43566	1
76621	1
3841	1
72126	1
96920	1
29374	1
30557	1
492780	1
16420	1
34031	1
76599	1
80180	1
49586	1
7543	1
249696	1
375330	1
72041	1
267307	1
176720	1
85471	1
11788	1
292803	1
143054	1
322550	1
31962	1
77101	1
94971	1
498916	1
89421	1
81615	1
7209	1
286918	1
201121	1
32221	1
35552	1
121128	1
118925	1
228978	1
40645	1
62288	1
6783	1
120976	1
339704	1
64691	1
28660	1
74691	1
106107	1
20687	1
15748	2
68636	1
19015	1
25926	1
72349	1
94746	1
54754	1
138840	1
71293	1
27666	1
85664	1
102735	1
2307	1
21712	1
18388	1
3128	1
87214	1
48120	1
123025	1
14805	1
89224	1
237766	1
124722	1
20378	1
105149	1
191763	1
92315	1
9027	1
93113	1
129572	1
41534	1
74922	1
248925	1
96651	1
12104	1
